id,estado,nombres,apellidos,identificacion,lugar_expedicion,telefono,celular,correo,tarjeta_profesional,tipo_documento_id_id
332,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
333,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
334,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
335,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
336,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
337,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
338,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
339,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
340,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
341,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
342,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
343,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
344,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
345,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
346,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
347,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
348,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
349,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
350,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
351,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
352,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
353,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
354,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
355,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
356,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
357,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
358,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
359,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
360,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
361,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
362,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
363,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
364,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
365,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
366,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
367,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
368,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
369,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
370,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
371,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
372,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
373,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
374,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
375,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
376,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
377,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
378,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
379,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
380,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
381,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
382,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
383,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
384,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
385,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
386,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
387,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
388,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
389,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
390,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
391,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
392,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
393,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
394,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
395,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
396,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
397,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
398,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
399,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
400,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
401,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
402,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
403,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
404,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
405,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
406,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
407,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
408,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
409,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
410,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
411,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
412,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
413,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
414,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
415,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
416,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
417,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
418,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
419,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
420,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
421,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
422,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
423,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
424,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
425,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
426,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
427,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
428,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
429,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
430,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
431,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
432,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
433,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
434,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
435,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
436,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
437,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
438,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
439,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
440,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
441,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
442,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
443,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
444,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
445,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
446,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
447,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
448,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
449,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
450,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
451,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
452,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
453,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
454,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
455,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
456,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
457,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
458,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
459,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
460,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
461,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
462,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
463,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
464,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
465,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
466,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
467,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
468,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
469,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
470,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
471,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
472,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
473,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
474,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
475,1,rober,pruebas,123452,bogota,,23112879,ka@igc.edu.co,432432h,1
476,1,rober,pruebas,123452,bogota,,23112879,ka@igc.edu.co,432432h,1
477,1,rober,pruebas,123452,bogota,,23112879,ka@igc.edu.co,432432h,1
478,0,rober,pruebas,123452,bogota,,23112879,ka@igc.edu.co,432432h,1
479,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
480,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
481,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
482,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
483,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
484,1,roberto,pruebas,12345,bogota,,23112879,ka@igc.edu.co,432432h,1
